1,1995,8.3,81,John Lasseter,Tom Hanks|Tim Allen|Don Rickles,191796233,USA,30000000
4830,1980,7.1,131,Stuart Rosenberg,Robert Redford|Yaphet Kotto|Morgan Freeman,37100000,USA,9000000
4831,1980,4.5,124,Nancy Walker,Ray Simpson|David Hodo|Felipe Rose,2000000,USA,20000000
4832,1980,6.5,107,Robert Kaylor,Gary Busey|Jodie Foster|Robbie Robertson,0,USA,5500000
4833,1980,7.3,107,Peter Medak,George C. Scott|Trish Van Devere|Melvyn Douglas,0,Canada,7600000
4834,1980,6.1,99,Tommy Chong,Cheech Marin|Tommy Chong|Evelyn Guerrero,0,USA,0
4835,1980,7.5,124,Michael Apted,Sissy Spacek|Tommy Lee Jones|Levon Helm,79900000,USA,0
4836,1980,6.7,123,Joel Oliansky,Richard Dreyfuss|Amy Irving|Lee Remick,0,USA,0
4837,1980,6.4,102,William Friedkin,Al Pacino|Paul Sorvino|Karen Allen,0,West,11000000
4840,1980,7.5,131,François Truffaut,Catherine Deneuve|Gérard Depardieu|Jean Poiret,0,France,0
4842,1980,6.3,104,John Irvin,Christopher Walken|Tom Berenger|Colin Blakely,0,UK,0
4844,2001,6.5,123,Barry Levinson,Bruce Willis|Billy Bob Thornton|Cate Blanchett,4152327112002,USA,75000000
4846,1993,7.6,90,Woo-Ping Yuen,Rongguang Yu|Donnie Yen|Jean Wang,14681661162001,Hong,11000000
4848,2001,8.0,147,David Lynch,Naomi Watts|Laura Harring|Justin Theroux,721957832002,France,15000000
4849,2001,7.3,109,Christine Lahti,Albert Brooks|Leelee Sobieski|Rutanya Alda,621377192002,Germany,0
4851,2001,7.2,120,Allison Anders,Kim Dickens|Gabriel Mann|Aria Alpert Adjani,0,USA,0
4854,1967,5.5,99,Arthur H. Nadel,Elvis Presley|Shelley Fabares|Will Hutchins,0,USA,0
4855,1971,7.8,102,Don Siegel,Clint Eastwood|Andrew Robinson|Harry Guardino,0,USA,4000000
4857,1971,8.0,181,Norman Jewison,Topol|Norma Crane|Leonard Frey,50000000,USA,9000000
4859,1988,5.4,0,David Stevens,Matt Dillon|Andrew McCarthy|Leslie Hope,2432536,USA,0
4861,1997,6.5,40,Ivan Galin,August Schellenber|0|0,0,USA,0
4862,1991,6.2,116,Brian Gilbert,Sally Field|Alfred Molina|Sheila Rosenthal,14789113,USA,0
4863,1974,7.3,89,John Waters,Divine|David Lochary|Mary Vivian Pearce,0,USA,25000
4865,2001,6.8,122,"Albert Hughes (as The Hughes Brothers),",Johnny Depp|Heather Graham|Ian Holm,3159830812002,USA,35000000
4866,2001,6.9,131,Rod Lurie,Robert Redford|James Gandolfini|Mark Ruffalo,18208078142001,USA,72000000
4867,2001,6.5,132,Penny Marshall,Drew Barrymore|Steve Zahn|Adam Garcia,2978145372001,USA,48000000
4873,2001,7.8,99,Richard Linklater,Ethan Hawke|Trevor Jack Brooks|Lorelei Linklater,2892011262002,USA,0
4874,2001,7.4,120,Iain Softley,Kevin Spacey|Jeff Bridges|Mary McCormack,50173190212001,USA,68000000
4875,2001,4.1,85,Eric Bross,Lance Bass|Joey Fatone|Emmanuelle Chriqui,4356743162001,USA,10000000
4876,2001,5.5,91,Steve Beck,Tony Shalhoub|Shannon Elizabeth|Embeth Davidtz,41867960212001,USA,42000000
4878,2001,8.1,113,Richard Kelly,Jake Gyllenhaal|Jena Malone|Mary McDonnell,194220162017,USA,4500000
4880,2001,7.5,125,Irwin Winkler,Hayden Christensen|Kevin Kline|Kristin Scott Thomas,15561627212001,USA,27000000
4881,2001,7.6,116,"Joel Coen,",Billy Bob Thornton|Frances McDormand|Michael Badalucco,7494849222002,USA,20000000
4885,2001,5.5,89,Harold Becker,John Travolta|Nick Loren|James Lashly,45207112252002,USA,75000000
4886,2001,8.1,92,"Pete Docter,",Billy Crystal|John Goodman|Mary Gibbs,289907418262013,USA,115000000
4887,2001,5.9,87,James Wong,Jet Li|Carla Gugino|Delroy Lindo,43905746142001,USA,49000000
4888,2001,7.3,86,Richard Linklater,Ethan Hawke|Robert Sean Leonard|Uma Thurman,490475142001,USA,100000
4889,2001,6.5,109,David Mamet,Gene Hackman|Rebecca Pidgeon|Danny DeVito,47239202015,Canada,39000000
4890,2001,5.9,114,"Bobby Farrelly,",Jack Black|Gwyneth Paltrow|Jason Alexander,70836296292002,USA,40000000
4893,1979,6.6,97,Fred Walton,Carol Kane|Charles Durning|Rutanya Alda,0,USA,1500000
4895,2001,4.6,0,DJ Pooh,Dr. Dre|Snoop Dogg|Anthony Albano,10097096252002,USA,7000000
4896,2001,7.5,152,Chris Columbus,Daniel Radcliffe|Rupert Grint|Richard Harris,317557891172002,UK,125000000
4897,2001,5.7,95,"Richard Glatzer,",Scott Gurney|Michael Cunio|Roxanne Day,563373302002,USA,0
4898,2001,5.8,95,David Atkins,Steve Martin|Helena Bonham Carter|Chelcie Ross,202523842002,USA,6000000
4899,2001,4.8,95,Gil Junger,Martin Lawrence|Marsha Thomason|Tom Wilkinson,33422806292002,USA,50000000
4901,2001,7.1,126,Tony Scott,Robert Redford|Brad Pitt|Catherine McCormack,26871222002,Germany,115000000
4902,2001,7.5,106,Guillermo del Toro,Marisa Paredes|Eduardo Noriega|Federico Luppi,75474932002,Spain,4500000
4903,2001,7.5,130,Todd Field,Tom Wilkinson|Sissy Spacek|Nick Stahl,35918429102002,USA,1700000
4911,1977,6.2,105,Terry Gilliam,Michael Palin|Harry H. Corbett|John Le Mesurier,0,UK,500000
4912,1968,7.5,151,William Wyler,Barbra Streisand|Omar Sharif|Kay Medford,22330652001,USA,14100000
4914,1960,7.9,90,Jean-Luc Godard,Jean-Paul Belmondo|Jean Seberg|Daniel Boulanger,336705292010,France,400000
4915,1982,6.2,118,Don Coscarelli,Marc Singer|Tanya Roberts|Rip Torn,0,USA,8000000
4920,1942,8.1,117,Irving Rapper,Bette Davis|Paul Henreid|Claude Rains,0,USA,0
4921,1933,7.4,115,George Cukor,Katharine Hepburn|Joan Bennett|Paul Lukas,0,USA,424000
4923,1943,6.8,93,Lewis Seiler,Preston Foster|Lloyd Nolan|William Bendix,0,USA,0
4925,1978,6.5,92,Robert Moore,Peter Falk|Ann-Margret|Eileen Brennan,0,USA,6000000
4927,1977,7.2,106,Peter Weir,Richard Chamberlain|Olivia Hamnett|David Gulpilil,0,Australia,810000
4928,1977,8.0,102,Luis Buñuel (as Luis Bunuel),Fernando Rey|Carole Bouquet|Ángela Molina,55261162001,France,0
4929,1982,5.8,102,Richard Donner,Richard Pryor|Jackie Gleason|Ned Beatty,50400000,USA,0
4930,1966,6.9,102,Guy Hamilton,Michael Caine|Oskar Homolka|Paul Hubschmid,0,UK,0
4932,1980,7.1,105,Brian De Palma,Michael Caine|Angie Dickinson|Nancy Allen,31899000,USA,6500000
4933,1980,7.2,97,Peter Collinson,William Holden|Ricky Schroder|Jack Thompson,0,Australia,0
4936,1980,6.6,134,Alan Parker,Eddie Barth|Irene Cara|Lee Curreri,2121981,USA,0
4941,1980,6.5,111,Mike Hodges,Sam J. Jones|Melody Anderson|Max von Sydow,0,UK,20000000
4945,1976,6.8,96,James Fargo,Clint Eastwood|Tyne Daly|Harry Guardino,0,USA,9000000
4947,1977,6.4,109,Clint Eastwood,Clint Eastwood|Sondra Locke|Pat Hingle,0,USA,5500000
4948,1958,6.3,77,Albert Band,Richard Boone|Theodore Bikel|Peggy Maurer,0,USA,0
4949,1985,5.3,107,Joseph Zito,Chuck Norris|Richard Lynch|Melissa Prophet,0,USA,10000000
4951,1990,6.4,90,Harry Hook,Balthazar Getty|Chris Furrh|Danuel Pipoly,13985225,USA,0
4952,1985,4.5,0,Mike Hodges,Mel Smith|Griff Rhys Jones|Joanne Pearce,0,UK,0
4954,1960,6.6,127,Lewis Milestone,Frank Sinatra|Dean Martin|Sammy Davis Jr.,0,USA,2800000
4956,1980,7.2,131,Richard Rush,Peter O'Toole|Steve Railsback|Barbara Hershey,0,USA,3500000
4957,1983,6.6,117,Clint Eastwood,Clint Eastwood|Sondra Locke|Pat Hingle,67600000,USA,22000000
4958,2001,6.4,106,John Moore,Gene Hackman|Owen Wilson|Gabriel Macht,59068786192002,USA,40000000
4960,2000,6.1,81,Stephen Kessler,Jerry Stiller|Janeane Garofalo|Max Perlich,23843132002,USA,0
4961,2001,6.4,77,Scott J. Gill,Ron Jeremy|William Margold|Al Goldstein,411897102002,USA,0
4963,2001,7.8,116,Steven Soderbergh,George Clooney|Brad Pitt|Julia Roberts,183405771262002,USA,85000000
4964,2001,7.8,94,Majid Majidi,Hossein Abedini|Zahra Bahrami|Mohammad Amir Naji,125900172002,Iran,0
4965,2001,6.4,84,Patrick Stettner,Stockard Channing|Julia Stiles|Frederick Weller,1028337192002,USA,0
4967,2001,8.0,98,Danis Tanovic,Branko Djuric|Rene Bitorajac|Filip Sovagovic,1059830242002,France,14000000
4968,2001,6.4,103,Leon Ichaso,Benjamin Bratt|Giancarlo Esposito|Talisa Soto,1418314282003,USA,0
4969,1945,7.6,97,René Clair (as Rene Clair),Barry Fitzgerald|Walter Huston|Louis Hayward,0,USA,0
4970,1930,7.8,107,Josef von Sternberg,Emil Jannings|Marlene Dietrich|Kurt Gerron,7798272001,Germany,0
4971,1984,6.5,115,Paul Mazursky,Robin Williams|Maria Conchita Alonso|Cleavant Derricks,25100000,USA,13000000
4972,1970,6.8,95,Herbert Ross,Barbra Streisand|George Segal|Robert Klein,0,USA,0
4973,2001,8.4,122,Jean-Pierre Jeunet,Audrey Tautou|Mathieu Kassovitz|Rufus,33201661282002,France,77000000
4974,2001,5.7,89,Joel Gallen,Chyler Leigh|Jaime Pressly|Chris Evans,3788255112002,USA,15000000
4975,2001,6.9,136,Cameron Crowe,Tom Cruise|Penélope Cruz|Cameron Diaz,100614858262002,USA,68000000
4976,2001,7.1,91,Richard Eyre,Judi Dench|Jim Broadbent|Kate Winslet,129211972015,UK,5500000
4977,2001,6.8,85,Mohsen Makhmalbaf,Nelofer Pazira|Hassan Tantai|Ike Ogut,21122142001,Iran,0
4978,2001,7.3,121,Ray Lawrence,Anthony LaPaglia|Geoffrey Rush|Rachael Blake,4460426192002,Australia,0
4979,2001,7.6,110,Wes Anderson,Gene Hackman|Gwyneth Paltrow|Anjelica Huston,52353636142002,USA,21000000
4980,1991,6.2,93,Peter Hewitt (as Pete Hewitt),Keanu Reeves|Alex Winter|William Sadler,38037513,USA,20000000
4981,1986,6.6,96,Christopher Morahan,John Cleese|Penny Leatherbarrow|Howard Lloyd-Lewis,1476356,UK,0
4984,1966,7.0,97,Karel Reisz,David Warner|Vanessa Redgrave|Robert Stephens,0,UK,0
4987,1983,5.3,90,Lamont Johnson,Peter Strauss|Molly Ringwald|Ernie Hudson,16500000,USA,14400000
4988,1987,6.2,90,Jeff Bleckner,Kevin Bacon|Sean Astin|Jonathan Ward,300859,USA,0
4989,2001,6.3,93,Jesse Dylan,Method Man|Redman|Obba Babatundé,31155435222002,USA,20000000
4990,2001,6.0,82,John A. Davis,Debi Derryberry|Rob Paulsen|Megan Cavanagh,80920948122002,USA,30000000
4992,2001,6.4,118,James Mangold,Meg Ryan|Hugh Jackman|Liev Schreiber,47095453152002,USA,48000000
4993,2001,8.8,178,Peter Jackson,Elijah Wood|Ian McKellen|Orlando Bloom,31383757752003,New,93000000
4994,2001,6.9,152,Frank Darabont,Jim Carrey|Martin Landau|Bob Balaban,2779604282002,USA,72000000
4995,2001,8.2,135,Ron Howard,Russell Crowe|Ed Harris|Jennifer Connelly,170708996242002,USA,58000000
4996,2000,7.4,132,Jan Svankmajer,Veronika Zilková|Jan Hartl|Jaroslava Kretschmerová,11671032002,Czech,0
4998,1958,7.7,96,Stanley Kramer,Tony Curtis|Sidney Poitier|Theodore Bikel,0,USA,778000
4999,1936,8.1,101,William Wyler,Walter Huston|Ruth Chatterton|Paul Lukas,0,USA,0
5000,1969,7.4,111,Haskell Wexler,Robert Forster|Verna Bloom|Peter Bonerz,0,USA,800000
5001,1943,7.6,97,Zoltan Korda,Humphrey Bogart|Bruce Bennett|J. Carrol Naish,0,USA,0
5002,1972,6.3,78,Ralph Bakshi,Skip Hinnant|Rosetta LeNoire|John McCurry,0,USA,850000
5003,1974,5.4,77,Robert Taylor,Skip Hinnant|Reva Rose|Bob Holt,0,USA,1500000
5004,1968,7.6,99,Blake Edwards,Peter Sellers|Claudine Longet|Natalia Borisova,0,USA,1500000
5008,1957,8.4,116,Billy Wilder,Tyrone Power|Marlene Dietrich|Charles Laughton,0,USA,3000000
5009,2001,6.8,157,Michael Mann,Will Smith|Jamie Foxx|Jon Voight,5818396682002,USA,107000000
5010,2001,7.7,144,Ridley Scott,Josh Hartnett|Ewan McGregor|Tom Sizemore,108638745122002,USA,92000000
5012,1983,6.6,133,Barbra Streisand,Barbra Streisand|Amy Irving|Mandy Patinkin,30400000,UK,12000000
5013,2001,7.3,131,Robert Altman,Maggie Smith|Ryan Phillippe|Michael Gambon,41300105312002,UK,19800000
5014,2001,7.6,132,Jessie Nelson,Sean Penn|Michelle Pfeiffer|Dakota Fanning,40270895122002,USA,22000000
5015,2001,7.1,111,Marc Forster,Billy Bob Thornton|Halle Berry|Taylor Simpson,31252964312002,USA,4000000
5016,2001,6.8,111,Lasse Hallström,Kevin Spacey|Julianne Moore|Judi Dench,1140582582002,USA,35000000
5017,1953,8.0,90,Fritz Lang,Glenn Ford|Gloria Grahame|Jocelyn Brando,0,USA,0
5018,1991,6.4,90,Barry Shils,Jordan Christopher Michael|Martha Quinn|Michael Naegel,0,USA,0
5021,1976,7.4,94,Robert Moore,Peter Falk|Alec Guinness|Peter Sellers,0,USA,0
5022,1963,8.0,116,Joseph Losey,Dirk Bogarde|Sarah Miles|Wendy Craig,3574862013,UK,0
5023,1992,6.9,106,"Neal Jimenez,",Eric Stoltz|Helen Hunt|Wesley Snipes,1723319,USA,2700000
5025,2002,6.2,82,Jake Kasdan,Colin Hanks|Jack Black|Schuyler Fisk,41032915222002,USA,18000000
5026,2001,7.1,142,Christophe Gans,Samuel Le Bihan|Mark Dacascos|Jérémie Renier,1092886332002,France,200000000
5027,1990,5.8,93,Walter Hill,Eddie Murphy|Nick Nolte|Brion James,80820000,USA,38000000
5028,2001,7.3,116,Ming-liang Tsai,Kang-sheng Lee|Shiang-chyi Chen|Yi-Ching Lu,193047212002,Taiwan,0
5033,1990,6.1,123,Fred Schepisi,Sean Connery|Michelle Pfeiffer|Roy Scheider,22998000,USA,0
5034,1990,7.3,106,Anthony Minghella,Juliet Stevenson|Alan Rickman|Jenny Howe,1554742,UK,0
5038,1982,7.8,96,"Jules Bass,",Victor Buono|James Gregory|James Earl Jones,0,USA,0
5039,1981,6.7,108,Matthew Robbins,Peter MacNicol|Caitlin Clarke|Ralph Richardson,6000000,USA,18000000
5040,1984,5.9,103,Richard Fleischer,Arnold Schwarzenegger|Grace Jones|Olivia d'Abo,26400000,USA,18000000
5041,1983,6.6,81,"Ralph Bakshi,",Randy Norton|Cynthia Leake|Steve Sandor,0,USA,1200000
5042,1980,6.9,0,Richard Elfman,Hervé Villechaize|Susan Tyrrell|Gisele Lindley,0,USA,0
5043,1980,5.6,117,John G. Avildsen,George C. Scott|Marlon Brando|Marthe Keller,0,West,0
5046,2001,6.2,95,Gary Fleder,Shane Brolly|Vincent D'Onofrio|Gary Sinise,6114237182002,USA,40000000
5047,2002,6.2,81,Steve Oedekerk,Steve Oedekerk|Fei Lung|Leo Lee,16033556122002,USA,10000000
5048,2002,5.1,99,Brian Levant,Cuba Gooding Jr.|James Coburn|Sisqó,8115069272002,Canada,35000000
5049,1982,6.9,96,Walter Hill,Nick Nolte|Eddie Murphy|Annette O'Toole,75900000,USA,12000000
5051,2000,7.1,112,Lone Scherfig,Anders W. Berthelsen|Ann Eleonora Jørgensen|Anette Støvelbæk,444718652002,Denmark,0
5053,1994,4.8,92,Mike Binder,Damon Wayans|David Alan Grier|Robin Givens,7892208,USA,0
5054,1983,6.5,106,Douglas Trumbull,Christopher Walken|Natalie Wood|Louise Fletcher,8900000,USA,15000000
5055,1993,7.0,120,Rob Cohen,Jason Scott Lee|Lauren Holly|Robert Wagner,35112679,USA,14000000
5056,1974,7.9,110,Werner Herzog,Bruno S.|Walter Ladengast|Brigitte Mira,0,West,0
5057,1963,5.6,124,Robert Aldrich,Frank Sinatra|Dean Martin|Anita Ekberg,0,USA,4520000
5059,1997,8.1,0,Werner Herzog,Dieter Dengler|Werner Herzog|Eugene Deatrick,0,Germany,0
5060,1970,7.6,116,Robert Altman,Donald Sutherland|Elliott Gould|Tom Skerritt,81600000,USA,3500000
5061,1984,6.3,110,Gillian Armstrong,Diane Keaton|Mel Gibson|Matthew Modine,0,USA,0
5062,1966,7.7,106,John Frankenheimer,Rock Hudson|Frank Campanella|John Randolph,0,USA,0
5063,1961,7.2,141,Marlon Brando,Marlon Brando|Karl Malden|Pina Pellicer,0,USA,6000000
5064,2002,7.7,131,Kevin Reynolds,Jim Caviezel|Guy Pearce|Richard Harris,54228104142002,UK,35000000
5065,2002,6.5,119,Mark Pellington,Richard Gere|Laura Linney|David Eigenberg,35228696152002,USA,32000000
5066,2002,7.4,101,Adam Shankman,Mandy Moore|Shane West|Peter Coyote,41227069262002,USA,11000000
5069,2000,6.8,98,"Kazuki Akane,",Shin'ichirô Miki|Maaya Sakamoto|Tomokazu Seki,0,Japan,0
5071,2000,7.2,87,Denis Villeneuve,Marie-Josée Croze|Jean-Nicolas Verreault|Stephanie Morgenstern,3341032002,Canada,0
5072,2001,7.3,108,Rintaro,Toshio Furukawa|Scott Weinger|Yuka Imoto,636830302003,Japan,15000000
5073,2001,7.4,99,Nanni Moretti,Nanni Moretti|Laura Morante|Jasmine Trinca,1014416142002,Italy,0
5074,2001,6.9,87,Todd Solondz,Selma Blair|Leo Fitzpatrick|Robert Wisdom,912442222002,USA,0
5075,2000,6.9,87,Gary Burns,Fab Filippo|Don McKellar|Marya Delver,19583312002,Canada,1000000
5076,1993,6.2,108,Stephen Sommers,Elijah Wood|Courtney B. Vance|Robbie Coltrane,24103594,USA,6500000
5079,1954,6.9,117,Gordon Douglas,Frank Sinatra|Doris Day|Gig Young,0,USA,0
5080,2002,5.3,86,Dewey Nicks,Devon Sawa|Robert B. Martin Jr.|Jason Segel,481424482002,Canada,11000000
5081,2001,6.1,93,Jez Butterworth,Nicole Kidman|Vincent Cassel|Ben Chaplin,4919896152002,UK,13000000
5083,2001,6.5,99,Sturla Gunnarsson,William Hurt|Andy Jones|Molly Parker,0,Canada,5000000
5085,1954,6.9,105,Otto Preminger,Harry Belafonte|Dorothy Dandridge|Pearl Bailey,0,USA,750000
5087,1978,6.9,0,Bertrand Blier,Gérard Depardieu|Carole Laure|Patrick Dewaere,0,France,0
5088,1974,7.4,150,Bertrand Blier,Gérard Depardieu|Patrick Dewaere|Miou-Miou,0,France,0
5092,2002,5.4,88,Shawn Levy,Frankie Muniz|Amanda Bynes|Paul Giamatti,4781127552002,USA,15000000
5093,2002,5.5,108,Andrew Davis,Arnold Schwarzenegger|John Leguizamo|Francesca Neri,40048332262002,USA,85000000
5094,2002,3.0,98,John McTiernan,Chris Klein|Jean Reno|LL Cool J,18990542172002,USA,70000000
5095,2001,6.8,104,Billy Morrissette,James Le Gros|Maura Tierney|Christopher Walken,384098282002,USA,0
5096,1994,6.0,99,Patrick Read Johnson,Lara Flynn Boyle|Joe Mantegna|Joe Pantoliano,16671505,USA,50000000
5097,1934,7.3,85,David Butler,Shirley Temple|James Dunn|Jane Darwell,0,USA,0
5098,1936,6.9,79,William A. Seiter,Shirley Temple|Frank Morgan|Robert Kent,0,USA,0
5099,1937,7.3,88,Allan Dwan,Shirley Temple|Jean Hersholt|Arthur Treacher,0,USA,0
5101,1983,7.3,83,Richard Pryor,Richard Pryor|Paul Moone|0,0,USA,0
5102,1993,5.9,103,Daniel Stern,Thomas Ian Nicholas|Gary Busey|Albert Hall,53579269,USA,10000000
5103,1993,7.8,101,David Mickey Evans,Tom Guiry|Mike Vitar|Art LaFleur,32416586,USA,0
5105,1973,7.3,110,Nicolas Roeg,Julie Christie|Donald Sutherland|Hilary Mason,0,UK,1500000
5106,2002,3.4,93,Tamra Davis,Britney Spears|Anson Mount|Zoe Saldana,3718866732002,USA,12000000
5107,2002,6.3,125,Gregory Hoblit,Bruce Willis|Colin Farrell|Terrence Howard,19076815172002,USA,70000000
5108,2002,7.1,116,Nick Cassavetes,Denzel Washington|Robert Duvall|Gabriela Oltean,71026631262002,USA,36000000
5109,2002,5.8,72,"Robin Budd,",Blayne Weaver|Harriet Owen|Corey Burton,4842336872002,USA,20000000
5110,2001,7.1,100,Jay Chandrasekhar,Jay Chandrasekhar|Kevin Heffernan|André Vippolis,18488314262002,USA,1200000
5111,1993,6.4,87,Joseph Ruben,Macaulay Culkin|Elijah Wood|Wendy Crewson,44594000,USA,17000000
5114,1952,7.9,118,Vincente Minnelli,Lana Turner|Kirk Douglas|Walter Pidgeon,0,USA,1558000
5117,1975,6.4,136,Herbert Ross,Barbra Streisand|James Caan|Omar Sharif,0,USA,0
5119,1960,7.7,89,Karel Reisz,Albert Finney|Shirley Anne Field|Rachel Roberts,0,UK,100000
5120,1972,8.1,138,Joseph L. Mankiewicz,Laurence Olivier|Michael Caine|Alec Cawthorne,0,UK,0
5121,1977,8.0,115,Werner Herzog,Bruno S.|Eva Mattes|Clemens Scheitz,0,West,0
5122,1971,7.3,103,Robert Mulligan,Jennifer O'Neill|Gary Grimes|Jerry Houser,0,USA,1000000
5125,1980,6.8,113,Robert Zemeckis,Kurt Russell|Jack Warden|Gerrit Graham,0,USA,8000000
5127,2002,6.1,104,Tom Shadyac,Kevin Costner|Susanna Thompson|Joe Morton,3006380552002,USA,60000000
5128,2002,5.3,101,Michael Rymer,Aaliyah|Stuart Townsend|Marguerite Moreau,3030780432002,USA,35000000
5134,2001,6.5,99,Barry Skolnick,Vinnie Jones|David Kelly|David Hemmings,9219132002,UK,2500000
5135,2001,7.4,114,Mira Nair,Naseeruddin Shah|Lillete Dubey|Shefali Shetty,13876974272002,India,7000000
5137,2001,7.9,92,Doug Pray,Chali 2na|Marc 7|Afra,0,USA,0
5139,1976,7.3,102,Michael Ritchie,Walter Matthau|Tatum O'Neal|Vic Morrow,0,USA,0
5141,1977,5.5,100,Michael Pressman,William Devane|Jackie Earle Haley|Clifton James,0,USA,0
5142,1967,7.7,73,Milos Forman,Jan Vostrcil|Josef Sebánek|Josef Valnoha,0,Czechoslovakia,0
5146,2000,7.7,103,Yoshiaki Kawajiri,Andrew Philpot|John Rafter Lee|Pamela Adlon,25521212001,Japan,0
5147,1957,8.2,91,Ingmar Bergman,Victor Sjöström|Bibi Andersson|Ingrid Thulin,0,Sweden,0
5151,2002,5.6,96,Michael Lehmann,Josh Hartnett|Shannyn Sossamon|Paulo Costanzo,37939782172002,USA,17000000
5152,2002,7.2,138,Randall Wallace,Mel Gibson|Madeleine Stowe|Greg Kinnear,78120196282002,USA,75000000
5153,2001,6.0,101,Claire Denis,Vincent Gallo|Tricia Vessey|Béatrice Dalle,918972014,France,0
5159,1992,6.5,76,Bill Kroyer,Samantha Mathis|Christian Slater|Robin Williams,24650296,Australia,24000000
5161,1994,5.2,98,Mark Rydell,Richard Gere|Sharon Stone|Lolita Davidovich,20928892,USA,45000000
5164,1994,5.4,76,"Don Bluth,",Dom DeLuise|Cloris Leachman|Charles Nelson Reilly,71368,Ireland,0
5165,1979,6.9,91,Lucio Fulci,Tisa Farrow|Ian McCulloch|Richard Johnson,0,Italy,410000000
5167,1947,6.9,87,Elliott Nugent,Bob Hope|Dorothy Lamour|Peter Lorre,0,USA,0
5168,1951,6.7,93,Stanley Donen,Fred Astaire|Jane Powell|Peter Lawford,0,USA,1590920
5169,1945,7.9,102,Fritz Lang,Edward G. Robinson|Joan Bennett|Dan Duryea,0,USA,1202007
5170,2002,5.8,95,Kevin Bray,Ice Cube|Mike Epps|Tommy Flanagan,25482931172002,USA,14000000
5171,2002,5.9,96,Simon Wells,Guy Pearce|Yancey Arias|Mark Addy,56684819172002,USA,80000000
5172,2002,4.7,101,Steven Soderbergh,Julia Roberts|David Hyde Pierce|David Duchovny,2506446202002,USA,2000000
5177,1942,7.9,88,"Orson Welles,",Tim Holt|Joseph Cotten|Dolores Costello,0,USA,850000
5179,1980,7.1,123,John Cassavetes,Gena Rowlands|Buck Henry|Julie Carmen,0,USA,0
5180,1980,6.5,0,Julien Temple,Malcolm McLaren|Sid Vicious|Steve Jones,0,UK,0
5182,1980,5.5,90,Terry Marcel,Jack Palance|John Terry|Bernard Bresslaw,0,UK,0
5186,1980,6.2,119,Jerry Schatzberg,Willie Nelson|Dyan Cannon|Amy Irving,0,USA,0
5187,1980,7.2,106,Ronald Neame,Walter Matthau|Glenda Jackson|Sam Waterston,0,USA,0
5193,1980,5.8,115,Richard Fleischer,Laurence Olivier|Neil Diamond|Lucie Arnaz,27118000,USA,0
5198,1980,7.7,114,John Mackenzie,Bob Hoskins|Helen Mirren|Paul Freeman,0,UK,0
5199,1980,7.1,100,Walter Hill,David Carradine|Stacy Keach|Dennis Quaid,0,USA,10000000
5202,1980,7.9,125,Alain Resnais,Gérard Depardieu|Nicole Garcia|Roger Pierre,0,France,0
5203,1981,5.9,0,Roy Ward Baker,Vincent Price|John Carradine|Donald Pleasence,0,UK,0
5205,1980,6.1,101,Kevin Connor,Rory Calhoun|Paul Linke|Nancy Parsons,0,USA,3000000
5208,1980,7.2,118,William Peter Blatty,Stacy Keach|Scott Wilson|Jason Miller,0,USA,0
5210,1981,5.6,85,Andrea Bianchi,Karin Well|Gianluigi Chirizzi|Simone Mattioli,0,Italy,0
5214,1977,6.6,98,Carl Reiner,John Denver|George Burns|Teri Garr,0,USA,0
5218,2002,7.6,81,"Chris Wedge,",Denis Leary|John Leguizamo|Ray Romano,176387405302002,USA,59000000
5219,2002,6.7,100,Paul W.S. Anderson,Milla Jovovich|Michelle Rodriguez|Ryan McCluskey,3953230832002,UK,33000000
5220,2002,5.5,95,Tom Dey,Robert De Niro|Eddie Murphy|Rene Russo,37948765242002,USA,85000000
5222,2001,6.6,97,Charles Herman-Wurmfeld,Jennifer Westfeldt|Heather Juergensen|Tovah Feldshuh,702294052002,USA,1000000
5223,2001,7.0,78,Lieven Debrauwer,Dora van der Groen|Ann Petersen|Rosemarie Bergmans,139493142002,Belgium,0
5224,2001,8.5,0,"B.Z. Goldberg,",Moishe Bar Am|B.Z. Goldberg|Shlomo Green,243769132002,USA,0
5225,2001,7.7,106,Alfonso Cuarón,Maribel Verdú|Gael García Bernal|Daniel Giménez Cacho,13622333262002,Mexico,2000000
